year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2008,11,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",530,185,31.88,36.42,112.84,0,3.86,10,0,9287,2137,2530,4403,0,217
2008,11,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",248,66,5.83,1.17,26.13,0,32.88,1,0,4026,525,69,1066,0,2366
2008,11,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",110,21,4.13,0,12.24,0,4.63,0,0,1490,315,0,845,0,330
2008,11,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",242,63,14.44,0.26,35.73,0,12.58,2,1,3199,704,9,1591,0,895
2008,11,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",106,28,3.32,1.23,17.9,0,5.55,1,0,2018,337,157,1205,0,319
2008,11,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",160,33,13,1,17.23,0,1.77,3,1,1817,598,50,1057,0,112
2008,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",585,167,46.55,12.96,76.63,0,30.85,15,1,10146,2415,733,4455,0,2543
2008,12,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",306,110,36.45,3.38,55.43,0.38,14.36,12,2,7631,1987,365,3612,6,1661
2008,12,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12691,4213,746.67,94.68,2013.8,0,1357.85,182,14,212780,51991,7348,81472,0,71969
2008,12,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10877,3954,634.85,148.39,1411.51,6.88,1752.37,405,14,240467,45449,13250,62780,168,118820
2008,12,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92,35,12.55,0,13.48,0,8.97,0,0,1524,466,0,654,0,404
2008,12,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6537,2135,198.63,17.97,891.38,0,1027.02,97,6,106590,9691,1270,37034,0,58595
2008,12,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58,26,7.69,7.12,5.62,0,5.57,7,1,1920,672,338,384,0,526
2008,12,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",261,93,27.57,7.87,47.01,0,10.56,0,0,4495,1285,491,1820,0,899
2008,12,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",609,350,103.52,76.11,149.52,0,20.86,36,0,23386,8995,6272,6699,0,1420
2008,12,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",352,138,16.92,0.98,44.28,0.45,75.37,19,0,9060,1886,75,1946,9,5144
2008,12,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",115,38,14.75,3.78,11.06,0,8.41,5,1,2243,902,314,582,0,445
2008,12,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",242,72,17.46,0,32.92,0,21.62,2,0,3789,1167,0,1055,0,1567
2008,12,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",138,51,13.34,7.86,19.57,0,10.24,2,0,3460,935,519,1124,0,882
2008,12,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",152,57,22,2,18.49,0,14.51,3,0,4365,1560,134,984,0,1687
2009,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",588,142,48.38,11.82,52.09,0.95,28.76,35,1,6669,2071,753,1953,40,1852
2009,1,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",294,71,12.74,3.05,47.21,0.47,7.54,3,0,2582,518,167,1557,7,333
2009,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12400,2761,388.89,45.37,1649.67,1.68,675.39,132,18,115896,25214,4118,55207,105,31252
2009,1,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10865,3233,456.38,90.25,1339.9,2.88,1343.59,371,8,172541,31084,8492,52770,87,80108
2009,1,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,23,8.13,1.14,10.43,0,3.31,1,0,951,353,21,423,0,154
2009,1,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6449,1382,150.69,6.92,663.78,0,560.61,66,5,63399,8954,1010,23131,0,30304
2009,1,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,20,8.45,3.07,4.64,0,3.84,6,0,926,338,183,206,0,199
2009,1,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",214,61,18.82,4.57,31.78,0,5.83,1,0,2736,923,414,1174,0,225
2009,1,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",408,250,61.24,65.93,109.7,0,13.12,7,0,14275,4781,4396,4226,0,872
2009,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",379,127,12.83,3.17,46.54,0.59,63.87,13,3,6023,788,185,1473,30,3547
2009,1,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",113,26,6.22,1.53,10.35,0,7.89,3,0,1339,319,40,453,0,527
2009,1,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",281,107,18.44,0,69.96,0,18.6,2,0,5059,1187,0,2536,0,1336
2009,1,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92,23,4.28,3.31,14.05,0,1.35,3,0,1026,199,151,561,0,115
2009,1,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",72,18,10,2,4.05,0,1.95,1,2,887,573,94,124,0,96
2009,2,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",530,83,28.31,3.14,38.51,0,13.03,23,1,4286,1471,249,1795,0,771
2009,2,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",275,44,12.4,0.08,23.13,0,8.39,6,0,3113,945,21,1249,0,898
2009,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11065,1846,255.39,23,1103.41,1,463.2,71,19,91122,20445,2449,44174,88,23966
2009,2,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10084,2042,268.72,32.47,929.55,2.27,808.98,138,19,111855,19460,3830,40020,74,48471
2009,2,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",84,10,3.44,0,4.4,0,2.15,0,0,331,79,0,168,0,84
2009,2,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5892,999,102.12,0.72,436.74,0,459.43,39,8,56529,6283,44,20871,0,29331
2009,2,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",52,10,4.62,0.23,2.58,0,2.57,2,1,410,117,10,116,0,167
2009,2,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",190,36,9.92,1.58,17.4,0.61,6.5,1,0,1722,419,132,728,14,429
2009,2,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",390,147,33.16,32.44,71.44,0,9.96,6,0,7052,1813,2143,2569,0,527
2009,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",624,128,11.97,0,55.94,0,60.09,12,1,5669,765,0,2062,0,2842
2009,2,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92,20,4.13,0,7.75,0,8.12,1,0,1094,225,0,317,0,552
2009,2,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",242,68,10.63,0,40.28,0,17.09,3,1,3317,503,0,1656,0,1158
2009,2,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",121,24,6.36,0.04,11.07,0,6.54,0,0,2053,600,7,700,0,746
2009,2,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",88,23,11,1,10,0,1,1,0,1589,841,61,536,0,151
2009,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",595,161,51.06,2.85,83.3,0,23.8,30,1,9573,2600,149,5198,0,1626
2009,3,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",299,107,19.78,2.31,64.13,0,20.78,10,0,6068,1222,80,3607,0,1159
2009,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12462,3268,428.77,42.72,1895.15,0,901.36,435,24,179451,32588,4215,89439,0,53209
2009,3,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12014,4339,532.44,122.29,1797.33,1.47,1885.47,642,4,297987,43157,12055,97059,36,145680
2009,3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",89,24,6.47,0.97,9.14,0,7.43,1,0,1318,302,82,514,0,420
2009,3,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6636,1899,106.37,7.51,1061.95,0,723.16,134,7,114124,7686,671,56734,0,49033
2009,3,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58,22,7.45,0.39,10.84,0,3.32,2,0,1314,508,25,532,0,249
2009,3,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",205,57,19.48,7.63,23.75,0,6.14,3,0,2316,819,417,811,0,269
2009,3,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",625,283,41.15,57.4,156.57,0,27.88,31,0,14840,2738,4395,5899,0,1808
2009,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",889,326,30.9,4.48,134.56,0,156.06,28,3,21525,2617,375,7425,0,11108
2009,3,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",94,30,7.19,0.13,14.27,0,8.42,3,0,2043,625,18,661,0,739
2009,3,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",261,80,8.81,0.04,54.71,0,16.44,4,0,4509,444,5,2900,0,1160
2009,3,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",205,74,18.58,4,42.81,0,8.61,8,1,4787,1155,397,2696,0,539
2009,3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",144,53,29,3,21,0,0,5,0,3500,2041,196,1263,0,0
2009,4,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",582,158,52.19,8.89,59.59,0,37.33,15,11,10129,2531,570,4077,0,2951
2009,4,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",307,92,20.18,4.54,46.85,0.81,19.63,4,5,7177,899,771,3465,29,2013
2009,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12062,2838,444.66,23.44,1557.72,0,812.18,121,104,169666,41229,2784,71774,0,53879
2009,4,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11519,3424,474.89,95.32,1558.03,0.72,1295.04,410,68,227615,39554,11720,78915,19,97407
2009,4,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",87,37,10.94,0.19,14.91,0,10.96,0,0,1836,478,17,671,0,670
2009,4,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6578,1415,95.02,3.92,697.81,0,618.26,67,79,92520,6737,190,40265,0,45328
2009,4,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56,11,2.68,0.54,6.53,0,1.26,2,1,741,129,48,495,0,69
2009,4,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60,12,3.47,0.25,7.28,0,1,0,0,489,205,14,254,0,16
2009,4,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",628,293,67,38.9,156.5,0,30.6,10,4,16628,4758,3390,6989,0,1491
2009,4,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",672,185,17.51,1.74,66.72,0,99.03,7,7,12969,1334,155,4144,0,7336
2009,4,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",90,26,7.21,0.61,9.1,0,9.07,0,0,2278,402,11,847,0,1018
2009,4,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",269,66,13.08,0,37.35,0,15.57,2,3,4057,850,0,2293,0,914
2009,4,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",203,42,12.87,1.59,15.44,0,12.1,3,4,3596,975,210,1092,0,1319
2009,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",162,47,20,1,25,1,0,0,3,3486,1378,235,1851,22,0
2009,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",600,177,50.5,7.56,87.93,0,31.01,5,0,9199,2377,777,4138,0,1907
2009,5,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",319,76,13.87,1,53.85,0,7.29,1,1,3334,621,28,2279,0,406
2009,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12214,3276,408.65,27.26,1998.79,0,841.3,48,29,147087,29562,1463,72302,0,43760
2009,5,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11857,3988,571.63,99.39,1966.79,1.58,1348.61,111,16,212195,38262,7701,82052,37,84143
2009,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,20,5.56,1.12,5.22,0,8.1,0,0,683,142,30,182,0,329
2009,5,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6928,1807,143.5,5.81,885.21,0,772.48,50,8,91930,9255,193,35935,0,46547
2009,5,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,22,13.36,0,6.94,0,1.7,2,1,800,546,0,185,0,69
2009,5,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,21,4.67,0,15,0,1.33,0,0,790,305,0,360,0,125
2009,5,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",444,228,34.82,34.78,136.68,0,21.71,4,0,10571,2126,2250,5101,0,1094
2009,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",537,163,14.49,0.48,88.43,0,59.6,2,1,8411,822,15,3586,0,3988
2009,5,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",91,25,5.89,0.54,11.58,0,6.99,3,1,1558,401,56,623,0,478
2009,5,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",283,103,19.69,0.19,61.42,0,21.7,3,0,4276,811,19,2070,0,1376
2009,5,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",187,44,8.77,0.5,25.24,0,9.48,0,1,2144,300,13,1017,0,814
2009,5,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",142,33,15,1,17,0,0,0,0,1780,820,138,822,0,0
2009,6,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",581,170,67.11,15.77,45.92,0,41.2,14,3,11455,4030,1607,2496,0,3322
2009,6,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",308,63,10.18,5.61,38.37,0,8.84,1,3,3778,427,312,2105,0,934
2009,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12205,2412,540.61,48.68,1092.98,2,727.73,98,66,146070,42395,5119,53239,74,45243
2009,6,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13226,3129,500.55,105.79,1108.85,1.2,1412.62,358,61,187860,36015,9758,52769,45,89273
2009,6,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",90,28,6.98,2.4,7.86,0,10.76,1,1,1432,373,253,247,0,559
2009,6,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7084,1465,160.14,11.95,547.08,0,745.83,55,44,96312,11170,898,29073,0,55171
2009,6,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56,15,7.43,0,4.87,0,2.7,1,1,678,278,0,288,0,112
2009,6,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,5,0.78,0,4,0,0.22,0,0,125,39,0,75,0,11
2009,6,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",347,175,32.75,21.22,91.04,0,29.99,13,2,8558,2241,1916,3119,0,1282
2009,6,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",431,82,16.65,0.7,32.43,0,32.22,4,0,4723,885,119,1766,0,1953
2009,6,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",90,23,8.42,0,5.94,0,8.65,2,0,1475,651,0,262,0,562
2009,6,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",292,72,16.89,0,35.96,0,19.14,3,1,3504,1111,0,1397,0,996
2009,6,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",188,30,7.82,0,15.11,0,7.07,0,0,2149,834,0,739,0,576
2009,6,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",123,38,31,0,7,0,0,2,0,2471,1808,0,663,0,0
2009,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",593,185,55.54,12.2,73.37,0,43.88,6,1,11675,2905,855,4790,0,3125
2009,7,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",306,77,15.46,2.66,48.65,0.12,10.11,7,3,5064,440,139,3655,8,822
2009,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12786,2943,603.99,44.85,1453.99,2,838.17,58,65,186434,54867,4250,72084,72,55161
2009,7,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",14088,4253,598.61,142.95,1780.68,2.1,1728.67,310,64,292252,45761,14337,105021,76,127057
2009,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,32,9.07,0.2,6.16,0,16.56,0,0,1574,371,12,272,0,919
2009,7,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7360,2094,234.89,7.97,804.87,0,1046.27,44,27,141657,17960,464,46880,0,76353
2009,7,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58,8,3.22,0,4.5,0,0.28,4,0,578,223,0,323,0,32
2009,7,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,1,1,0,0,0,0,0,0,42,42,0,0,0,0
2009,7,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",463,215,35.97,26.69,114.26,0,38.09,15,2,12874,3016,2159,5639,0,2060
2009,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",388,84,11.09,0.84,35.16,0,36.91,7,0,5681,714,58,2128,0,2781
2009,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",91,30,9.61,0,9.67,0,10.72,0,0,1655,501,0,504,0,650
2009,7,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",301,85,20.05,1.15,51.02,0.69,12.09,3,4,4404,1342,58,2240,11,753
2009,7,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",200,46,11.21,1.52,24.53,0.17,8.55,1,2,3867,1196,225,1883,6,557
2009,7,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",108,27,17,3,7,0,0,0,0,1783,1349,163,271,0,0
2009,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",586,145,57.29,8.94,44.5,0,34.27,13,2,8127,3173,539,2369,0,2046
2009,8,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",306,70,16.21,0.79,40.76,0.19,12.05,2,2,4684,1061,94,2526,8,995
2009,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12858,2953,556.53,70.25,1557.55,2,766.68,54,35,156504,42298,5317,65040,38,43811
2009,8,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13544,4075,525.64,123.43,1830.6,2.56,1592.78,278,22,246844,35640,10898,88923,97,111286
2009,8,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,21,8.04,1.94,6.79,0,4.24,0,0,777,241,147,219,0,170
2009,8,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7212,1872,194.72,9.25,772.26,0,895.77,40,18,101027,10866,718,34047,0,55396
2009,8,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,17,4.98,1.9,4.18,0,5.95,4,0,1062,234,87,307,0,434
2009,8,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,4,0.58,0,3.42,0,0,0,0,124,21,0,103,0,0
2009,8,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",400,203,40.67,25.68,93.63,0,43.02,13,0,12309,3966,2020,3796,0,2527
2009,8,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",319,67,7.95,1.11,38.98,0.06,18.9,5,1,3720,685,41,1919,1,1074
2009,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,27,5,2.66,11.58,0,7.76,1,0,1614,287,165,538,0,624
2009,8,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",314,81,16.85,0.81,51.16,0,12.18,8,1,4237,1223,40,2072,0,902
2009,8,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",199,36,11.64,0.92,17.23,0.07,6.14,3,1,2171,811,15,964,6,375
2009,8,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",97,27,16,3,8,0,0,1,0,1560,957,284,319,0,0
2009,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",540,86,24.6,2.26,48.44,0,10.7,4,2,4869,1330,171,2484,0,884
2009,9,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",184,50,8.13,0,40.19,0,1.68,1,1,2398,500,0,1833,0,65
2009,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12797,2689,436.08,30.65,1689.09,0,533.17,73,42,158287,40110,3473,80988,0,33716
2009,9,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11163,3370,442.38,86.32,1849.34,1.47,990.5,125,26,198182,34875,7741,91557,35,63974
2009,9,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",89,25,8.46,0,13.02,0,3.52,0,0,793,242,0,421,0,130
2009,9,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6410,1270,112.88,6.3,756.86,0,393.97,28,27,79298,8274,337,40497,0,30190
2009,9,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",56,12,5.64,0,5.33,0,1.03,2,0,448,170,0,250,0,28
